"Subject","n_trials","n_explores","n_corrects","n_selects","n_outoftimes","tm_accuracy","tm_select_made","tm_nodesturns_count","tm_nodes_count","tm_turns_count","tm_average_RT","tm_trial_duration","tm_path_dist_trav","tm_euc_dist_trav","tm_path_efficiencies","ts_accuracy","ts_select_made","ts_nodesturns_count","ts_nodes_count","ts_turns_count","ts_average_RT","ts_trial_duration","ts_path_dist_trav","ts_euc_dist_trav","ts_path_efficiencies","em_accuracy","em_select_made","em_turns_count","em_average_RT","em_trial_duration","em_path_dist_trav","em_euc_dist_trav","em_path_efficiencies","es_accuracy","es_select_made","es_turns_count","es_average_RT","es_trial_duration","es_path_dist_trav","es_euc_dist_trav","es_path_efficiencies","enodes_A","enodes_B","enodes_C","enodes_D","enodes_E","enodes_F","enodes_G","enodes_H","enodes_I","enodes_J","enodes_K","enodes_L","enodes_M","enodes_N","enodes_O","enodes_P","enodes_Q","enodes_R","enodes_S","enodes_T","enodes_U","enodes_V","enodes_W","enodes_X","enodes_Y","enodes_Z","lm_bwstair","lm_person","lm_philsbar","lm_starrynight","obj_chair","obj_chicken","obj_clock","obj_guitar","obj_lamp","obj_snowman","obj_spaceship","obj_trophy","obj_umbrella"
"351","24","2","6","13","13","0.25","0.541666666666667","10.75","5.45833333333333","5.29166666666667","784.102123570874","38071.9583333333","17.15625","8.45276503032444","0.846750236586263","0.442325868464691","0.508977377704051","3.44206712412128","1.50301629100103","2.40432882556635","699.940890409845","9715.90060932914","6.2566540665675","2.90543583657901","0.294730935164284","NaN","0","56","1272.42808871121","1958285","158","5.90815114904825","NaN",NA,"0","1.4142135623731","20.1409667964319","360221.407539863","18.3847763108502","8.35538748353422",NA,"8","12","13","7","10","6","25","16","2","4","1","10","17","0","3","0","12","21","9","11","7","4","1","8","0","0","23","15","11","21","0","2","1","4","1","2","5","3","2"
"352","24","2","16","17","9","0.666666666666667","0.708333333333333","13.8333333333333","7.41666666666667","6.41666666666667","447.153242449344","35852","22.25","9.07801075224228","1.29816968155995","0.481543412343077","0.464305621487537","3.66732536902834","1.52989532653215","2.78062655852436","191.541998736291","10282.0277436768","6.13923589637215","3.54031623969534","0.725261707051049","NaN","0","69","579.815284075754","1867171","264.875","6.41966716353861","NaN",NA,"0","8.48528137423857","275.172046781347","345038.410734225","27.753941161572","4.83613968147823",NA,"6","6","15","18","18","13","12","9","3","22","4","6","25","2","5","8","10","21","12","19","17","12","4","26","2","8","18","19","32","32","4","4","4","3","4","3","3","5","6"
"353","24","2","4","14","12","0.166666666666667","0.583333333333333","16.4166666666667","8.5","7.91666666666667","728.647557629562","40063.9583333333","27.5416666666667","10.2580610609258","1.47022607242501","0.380693493813441","0.503610155185335","3.21567717753896","1.6681153124566","2.33901998553959","201.803179772689","7359.81436721929","6.21475569960695","4.22226190405329","0.632305090956556","NaN","0","76.5","1282.96597580501","1958632.5","245.375","9.625","NaN",NA,"0","2.12132034355964","180.098814035469","342844.258392203","10.4298250225016","3.00520382004283",NA,"7","11","14","15","16","9","19","16","2","16","2","6","13","2","3","6","17","40","9","18","18","8","3","22","2","8","26","24","34","36","3","3","3","4","2","2","3","3","4"
"354","24","2","4","12","14","0.166666666666667","0.5","10.8333333333333","6.08333333333333","4.75","853.362532721908","38058.1666666667","18.75","8.48379483212277","1.07187259052017","0.380693493813441","0.510753918455249","3.66732536902834","2.06243137786589","2.32659482468712","377.120462740541","13085.1144490573","8.53573052832468","3.58578355947804","0.475821615370972","NaN","0","53.5","924.767797552836","1947611","228.75","5.5","NaN",NA,"0","2.12132034355964","293.143740238589","356804.66757317","3.18198051533946","7.77817459305202",NA,"6","4","9","11","8","8","20","16","2","14","2","10","8","2","2","2","19","22","4","19","18","8","3","17","4","4","18","13","26","28","1","2","3","3","2","2","5","2","4"
"355","24","2","0","8","18","0","0.333333333333333","10.875","5.33333333333333","5.54166666666667","1318.55398941336","45137.4166666667","17.65625","8.71618315031128","0.933281454116692","0","0.481543412343077","2.62616433804794","1.63299316185545","1.91059213827561","1341.21547114988","8860.45356536887","6.09071482382958","4.32441567284459","0.380117537077881","NaN","0","52","857.208737864078","2536575.5","168.875","8.28307317530703","NaN",NA,"0","2.82842712474619","96.5303733035343","362583.851295807","14.6724657096209","2.20088562742776",NA,"4","6","6","5","14","3","9","12","0","10","2","2","16","0","3","6","16","21","9","13","15","10","2","18","0","6","18","20","21","20","3","1","2","2","2","0","1","3","5"
"356","24","2","4","13","13","0.166666666666667","0.541666666666667","10.7083333333333","6.25","4.45833333333333","932.380604118104","40917.7916666667","19.09375","7.44427741968825","0.942048524230757","0.380693493813441","0.508977377704051","1.89917983823834","1.18871505343411","1.47380509202383","449.573961957078","7344.65984638213","4.46472435733232","2.78230518103301","0.397200296641355","NaN","0","43","1250.50641543746","2049398","183.625","2.85038780468937","NaN",NA,"0","0","10.9475817811069","358568.191885449","15.3795724908074","1.03105709141458",NA,"0","4","8","8","6","3","4","6","1","12","4","2","11","0","3","6","8","25","6","24","16","10","5","23","0","6","16","13","31","14","3","1","5","0","3","1","1","3","5"
"357","24","2","2","8","18","0.0833333333333333","0.333333333333333","11.875","6.29166666666667","5.58333333333333","1031.40120909183","44056.5","19.15625","8.43322167616702","1.14271594236717","0.28232985128664","0.481543412343077","2.45503032833476","0.806450444131925","2.08340579584125","416.637019651674","6523.77542065409","3.84468329955967","2.47114681927097","0.600206721743841","NaN","0","51","1954.75148809524","2084063.5","132.5","10.7754151164338","NaN",NA,"0","11.3137084989848","768.145669588006","360820.326983528","8.48528137423857","3.92502969887605",NA,"6","12","16","19","17","10","19","15","3","8","1","4","5","2","1","2","5","11","2","4","5","4","1","10","4","1","13","12","13","25","1","3","1","3","1","3","2","1","2"
"358","24","2","1","13","13","0.0416666666666667","0.541666666666667","10.2083333333333","5.04166666666667","5.16666666666667","738.451743279868","36650.5416666667","15.6458333333333","5.38760051345228","0.995898623647156","0.204124145231932","0.508977377704051","3.53835096284016","1.51741102931409","2.37132629677932","427.76054500337","12378.596432971","7.34954770372132","3.80071650555507","0.566132045989595","NaN","0","49","1185.73715796969","1889524","168.125","9.87552594545152","NaN",NA,"0","12.7279220613579","178.595134279646","356854.165047853","0.176776695296637","2.78576284012598",NA,"6","9","12","8","13","7","14","15","2","9","2","4","11","2","2","2","12","14","6","14","12","8","1","15","0","2","14","16","16","20","1","2","1","3","2","2","2","2","4"
"359","24","2","19","19","7","0.791666666666667","0.791666666666667","14.9166666666667","8.16666666666667","6.75","769.604469845743","36180.0833333333","24.46875","8.27872199766835","1.269852641658","0.414851116999053","0.414851116999053","3.83254560274258","2.16024689946929","2.57496306431931","792.311218514162","9136.43771279103","8.44622133804841","3.88023861910653","0.284923007184859","NaN","0","83.5","949.381207028266","1865207","292.25","8.06775768080285","NaN",NA,"0","14.8492424049175","328.182896257746","346125.94096369","25.809397513309","6.3105128165383",NA,"8","15","16","14","29","16","20","23","2","14","1","9","17","2","3","6","20","29","10","25","24","6","3","19","2","10","30","26","27","44","3","5","3","4","1","2","4","3","3"
"360","24","2","6","20","6","0.25","0.833333333333333","14.75","7.75","7","545.045307458136","32725.75","23.40625","7.91148304265988","1.20132937431844","0.442325868464691","0.380693493813441","4.71122618581543","2.13154363334874","2.99274485032226","117.987861954876","10093.2498289052","7.67400060764182","3.81210865747396","0.503580224806899","NaN","0","95","624.147222222222","1799759.5","293.625","7.10743448791475","NaN",NA,"0","4.24264068711928","81.1719301092088","347341.45752055","5.48007755419574","10.0514302464873",NA,"10","18","29","16","24","13","31","30","6","11","2","12","25","2","5","6","10","25","13","19","17","10","3","25","2","10","26","22","34","40","3","4","3","5","2","6","6","5","5"
"361","24","2","10","14","12","0.416666666666667","0.583333333333333","16.2916666666667","8.41666666666667","7.875","685.313760480933","38586.7083333333","27.71875","9.18184389330639","1.32405352970111","0.503610155185335","0.503610155185335","4.37859583077445","1.90916933147164","3.09715858559871","257.530945503449","9030.70461153487","8.35012122406146","3.25267331693989","0.353891080058977","NaN","0","81.5","809.039197976879","1949239","301.375","4.72526454285895","NaN",NA,"0","4.94974746830583","30.0190841632991","358391.415190152","6.54073772597557","6.68253320231183",NA,"8","14","12","11","16","13","28","24","1","10","1","14","15","2","3","8","23","26","14","27","20","18","4","31","0","8","33","25","25","37","4","4","4","4","1","1","7","3","9"
"362","24","2","4","16","10","0.166666666666667","0.666666666666667","13.9166666666667","7.79166666666667","6.125","690.042159684105","33660.5833333333","24.53125","9.30656622194526","1.26806457054449","0.380693493813441","0.481543412343077","5.19963766853595","2.53633022583668","2.83322676696439","196.078873217923","12000.6671876723","10.1927917038165","3.52935086873753","0.634948811217079","NaN","0","76","783.537580012389","1836118.5","326","10.2062297069223","NaN",NA,"0","11.3137084989848","2.36077008982128","353346.208306386","20.1525432638166","3.36017117704959",NA,"8","8","22","34","34","11","19","12","4","16","2","8","31","4","6","2","12","25","15","20","15","8","3","16","4","4","21","25","35","42","1","3","3","4","2","4","4","6","4"
"363","24","2","2","16","10","0.0833333333333333","0.666666666666667","12","6.375","5.625","1676.02923705498","38259.625","19.90625","8.30917152103541","1.08115569964289","0.28232985128664","0.481543412343077","3.787852437326","1.68915981173044","2.71569512280005","985.738604750505","8975.29514501988","6.91281595708447","3.28730461291644","0.679486769137515","NaN","0","86","837.749404416973","1941087.5","307.125","5.21098408196104","NaN",NA,"0","5.65685424949238","99.7050155150694","355855.023166036","45.4316106912357","5.60167740905324",NA,"8","14","20","24","33","19","22","19","4","16","2","12","17","2","3","4","23","40","10","19","14","6","2","16","2","4","27","27","35","45","2","6","2","4","2","4","6","3","3"
"364","24","2","4","22","4","0.166666666666667","0.916666666666667","12.5416666666667","6.875","5.66666666666667","465.866478775854","27475.0833333333","21.2708333333333","6.36009135921943","1.12871053601903","0.380693493813441","0.28232985128664","4.8899112347831","2.23241923754789","2.80785647265214","116.619064347484","10590.5137943131","9.5114109576759","2.52428818771943","0.505930800522171","NaN","0","82","563.229231466103","1660726.5","350.75","5.28019253464867","NaN",NA,"0","1.4142135623731","10.9742374554301","349802.189119079","13.4350288425444","4.28533937910185",NA,"4","22","24","30","22","13","13","24","5","39","9","4","31","2","6","0","23","30","12","17","16","6","2","12","0","0","28","29","37","49","0","4","2","2","9","5","2","6","3"
"365","24","2","3","19","7","0.125","0.791666666666667","13.4166666666667","7.54166666666667","5.875","929.064593958674","33641.25","23.1041666666667","9.64930281443028","1.26237954050084","0.337831962346088","0.414851116999053","4.2109243709631","2.18650339616687","2.36482373642262","480.703323420673","9040.43894783684","8.28235311903603","3.77640227160297","0.760721358797447","NaN","0","72","1123.56053258281","1857244","276.25","2.47708172829899","NaN",NA,"0","1.4142135623731","228.490220281295","357325.098164123","24.0416305603426","0.321142059927561",NA,"4","5","29","26","22","11","13","10","6","16","3","8","25","4","5","2","13","26","12","16","15","10","2","19","0","4","16","24","34","33","1","3","2","2","3","6","4","5","5"
"366","6","2","0","3","4","0","0.6","14.1666666666667","7.66666666666667","6.5","721.899206349206","39989.6","24.9166666666667","6.0319559938217","1.520621519402","0","0.547722557505166","7.41395081361258","4.7187568984497","2.73861278752583","377.548413656877","8538.01998709303","15.3669016612545","5.16126033700282","0.701568072515117","NaN","0","78","1088.90318497346","NaN","265.25","3.75","NaN",NA,"0","1.4142135623731","65.3823441205453",NA,"3.53553390593274","0",NA,"6","11","8","8","9","3","26","27","1","22","4","10","18","0","4","6","19","36","11","22","21","10","3","24","0","6","31","21","33","32","3","1","3","3","4","1","5","4","5"
"367","24","2","6","15","11","0.25","0.625","13.0833333333333","6.70833333333333","6.375","1443.04055470154","39945.8333333333","20.1041666666667","7.91334950677048","1.2176405115807","0.442325868464691","0.49453535504684","3.59851015870719","1.3666578295932","2.8713350931912","637.093886122359","8719.19791218688","5.07172290138231","3.48033975108559","0.822949675029851","NaN","0","71","1353.73778843272","1966681.5","250.375","9.97433325928504","NaN",NA,"0","2.82842712474619","49.2063255319224","351301.255495195","24.2184072556393","1.89416262909012",NA,"2","8","11","11","12","4","20","23","1","24","6","8","19","2","3","2","25","36","11","16","14","6","2","13","0","6","26","32","26","26","1","1","2","1","6","1","4","3","3"
"368","24","2","4","19","7","0.166666666666667","0.791666666666667","10.875","5.75","5.125","1187.5424172471","30025.2083333333","16.6666666666667","7.09738992495725","0.906471118326459","0.380693493813441","0.414851116999053","4.37694056341324","2.04832911757682","2.65906979485553","591.742365462303","13148.3892482796","7.75531608229038","3.70692272514646","0.405667311705961","NaN","0","56.5","1942.0569105691","1772342.5","219.75","4.99371802621109","NaN",NA,"0","0.707106781186548","138.512445413893","381481.987129799","9.19238815542512","4.69047551420844",NA,"0","10","22","14","20","6","8","11","4","14","3","4","17","0","3","4","12","22","10","18","13","8","2","15","0","4","23","24","19","32","2","2","2","0","3","4","2","3","4"
"369","24","2","16","19","7","0.666666666666667","0.791666666666667","15.2083333333333","7.875","7.33333333333333","655.701543861983","35994.7083333333","25.40625","9.38999955227396","1.31485453315149","0.481543412343077","0.414851116999053","3.85587261501056","1.96297245766853","2.79232903671386","375.135792653094","8225.12383138799","7.88773556114863","3.79892605990896","0.433160683744547","NaN","0","80.5","1213.32732963025","1877393.5","233.125","10.8817789900455","NaN",NA,"0","6.36396103067893","214.564435957557","342203.619648448","13.9653589284343","1.72808333815471",NA,"8","13","15","17","29","15","17","16","3","16","3","6","24","0","3","8","10","25","6","15","15","12","3","26","0","8","20","26","25","39","4","5","3","4","3","3","3","3","6"
"371","24","2","6","19","7","0.25","0.791666666666667","12.625","6.375","6.25","1320.00658503899","34085.5416666667","19.3229166666667","8.03356585740704","0.991352318134773","0.442325868464691","0.414851116999053","4.97657556436412","3.04762915694493","2.30783165688525","1030.9353558023","12060.7394141313","12.1517754935206","4.4460347294351","0.548686115680428","NaN","0","92.5","1033.92324840765","1852967.5","253.375","3.04394891547148","NaN",NA,"0","14.8492424049175","179.920843347253","359796.43636437","4.06586399182265","4.30479383943064",NA,"4","10","7","14","7","7","26","26","0","5","0","8","9","2","1","10","28","28","6","31","46","20","3","25","6","10","29","16","30","40","5","2","3","2","0","0","4","1","10"
"372","24","2","0","24","2","0","1","10.375","6.125","4.25","525.301986368071","22076.8333333333","17.5104166666667","7.08223956788054","1.02635177275493","0","0","5.1314249228777","2.89395922569756","2.47157756345495","200.249046942688","11231.6172193642","10.4625312753848","4.27590664108607","0.500166873140713","NaN","0","90","698.518612111491","1572721.5","287.625","8.3800999176196","NaN",NA,"0","4.24264068711928","143.132146771521","365293.484481314","12.9046987566545","5.48728992686037",NA,"8","17","33","13","5","0","32","27","7","17","3","14","13","0","3","6","12","28","12","27","23","16","3","41","0","6","31","16","29","40","3","0","3","4","3","7","7","3","8"
"373","24","2","5","17","9","0.208333333333333","0.708333333333333","13","6.66666666666667","6.33333333333333","984.403361288336","34554.4166666667","20.71875","8.28858037070294","1.15548345218288","0.414851116999053","0.464305621487537","4.45264943112769","1.80979620920163","3.08807899576063","471.212470616001","10035.2387459595","7.53481502759026","4.57247887541912","0.479266782051321","NaN","0","81.5","978.112506541081","1907584.5","264.625","14.8025825275938","NaN",NA,"0","2.12132034355964","228.173848794252","382696.796579877","35.8856691452173","0.282136540606896",NA,"10","7","17","14","19","11","34","29","3","15","3","10","23","4","4","2","16","29","6","16","16","6","4","14","4","2","25","22","26","29","1","3","3","5","3","3","5","4","3"
"374","24","2","1","17","9","0.0416666666666667","0.708333333333333","12.4166666666667","6.79166666666667","5.625","1227.71498203916","34367.9166666667","19.7604166666667","8.56897688441624","1.06905310561946","0.204124145231932","0.464305621487537","4.54845092279794","2.2837643727287","2.6508817236994","396.302190340378","11360.3062034538","8.29925322945786","2.69907990525728","0.867416199967041","NaN","0","71","1200.80954664342","1834141","265.5","9.34053370348474","NaN",NA,"0","0","14.2012564086638","355704.409421643","2.12132034355964","3.50126552379732",NA,"2","16","21","12","14","4","24","29","3","7","1","10","11","2","2","8","18","21","10","24","23","10","3","22","0","8","30","17","20","31","4","1","3","1","1","3","5","2","5"
"375","24","2","6","21","5","0.25","0.875","11.75","6.45833333333333","5.29166666666667","1061.05784036565","31875.5833333333","18.3645833333333","6.25027745569714","1.0543221048126","0.442325868464691","0.337831962346088","3.37831962346088","1.88769854508114","1.94442719108978","419.459205162017","11071.9515184784","6.91956079227367","4.58129116717158","0.341054675384276","NaN","0","88.5","1123.58231376511","1823046.5","250.125","4.72526454285895","NaN",NA,"0","17.6776695296637","263.587591875945","362568.294946621","10.7833784130948","6.68253320231183",NA,"6","8","14","22","34","19","23","23","1","14","3","5","23","2","2","4","14","28","6","18","19","10","1","23","2","6","22","32","25","44","2","6","1","3","3","1","3","2","5"
"376","24","2","3","18","8","0.125","0.75","13.3333333333333","7.25","6.08333333333333","994.781531187036","34465.625","21.0729166666667","8.9313718061319","1.29488006055727","0.337831962346088","0.442325868464691","4.4002634967215","2.02699177407653","2.84248309492379","441.373954466911","10192.748235505","7.42113578507897","3.14830419401478","1.11982727086618","NaN","0","77.5","1024.30864197531","1843810.5","270.125","5.40598067417457","NaN",NA,"0","4.94974746830583","5.6306651094464","345975.327219298","4.06586399182265","3.74008634939118",NA,"6","16","25","17","23","18","19","19","4","17","2","8","22","0","3","9","12","19","15","18","12","10","3","21","0","8","30","21","22","45","4","6","3","3","2","4","4","3","5"
"377","24","2","8","17","9","0.333333333333333","0.708333333333333","13.1666666666667","6.95833333333333","6.20833333333333","1587.63566731292","40008.9166666667","20.6979166666667","9.0265137596214","1.23952704815928","0.481543412343077","0.464305621487537","3.71444497190029","2.17653826995523","2.20629862511592","826.906695545539","7731.36451152996","8.18733750806784","3.85591969707544","1.15518656952638","NaN","0","55","2743.35486130569","2003395","161.5","6.60850799679441","NaN",NA,"0","5.65685424949238","1273.72160874452","352545.056323302","76.0139789775539","3.81185573082305",NA,"6","5","5","5","12","6","13","8","1","9","2","4","16","0","3","6","8","40","11","9","8","8","2","19","0","8","18","25","22","25","3","2","2","3","2","1","2","3","4"
"385","24","2","6","15","11","0.25","0.625","13.0416666666667","6.5","6.54166666666667","718.596884821513","36562.4583333333","19.875","8.22273112327469","1.01911940695462","0.442325868464691","0.49453535504684","3.92848202420385","1.56037899521099","2.96324097930784","344.83161482135","9645.01371504498","7.06260821386892","3.50794519926403","0.445743823750846","NaN","0","71","744.94445177464","1903232","260.75","7.03019253464867","NaN",NA,"0","7.07106781186548","162.742785542569","358377.273054528","10.6066017177982","1.81046564494893",NA,"6","22","28","15","17","7","17","22","5","15","2","6","19","2","3","4","11","30","13","12","15","8","3","16","2","4","31","22","25","40","2","2","3","3","2","5","3","3","4"
"386","24","2","0","2","24","0","0.0833333333333333","11.6666666666667","5.66666666666667","6","2123.97073031135","46921.4583333333","19","8.44972463309388","1.0192658733799","0","0.28232985128664","2.16024689946929","1.37260991217989","1.79370881258576","910.403636724524","3384.26425090115","4.21049413603264","3.32612639957783","0.390638560424688","NaN","0","56","1896.52035749752","2140714.5","180.25","11.8848643240047","NaN",NA,"0","0","176.507755974699","356088.368403828","11.667261889578","0",NA,"0","14","14","14","12","7","0","4","2","12","2","0","25","3","4","4","14","24","10","19","11","8","1","12","2","4","21","22","24","26","2","2","1","0","2","2","0","4","4"
"387","24","2","3","19","7","0.125","0.791666666666667","12.75","6.75","6","674.488154380342","35744.3333333333","20.5416666666667","8.55939831846944","1.00906377136497","0.337831962346088","0.414851116999053","3.19306313340545","1.510830465556","2.16694535554385","445.906153856669","9565.52313015985","5.85915609494469","4.12735208419433","0.380651531605823","NaN","0","85.5","856.674087145378","1888389","212.375","6.3073825544365","NaN",NA,"0","6.36396103067893","313.734649940524","343710.464199157","69.119687860985","0.788257967914251",NA,"4","8","16","12","17","7","17","16","2","9","1","6","17","2","4","4","15","58","10","22","17","8","1","21","2","4","35","30","33","36","2","2","1","2","1","2","3","4","4"
"388","24","2","8","13","13","0.333333333333333","0.541666666666667","14.125","7.625","6.5","647.897764337378","39417.2916666667","24.1354166666667","9.08469314626657","1.23939324732833","0.481543412343077","0.508977377704051","3.27457265715032","1.68915981173044","2.26504630915324","283.763246982779","8424.27411647394","6.97821889519635","3.61640531657472","0.372707117148728","NaN","0","73","664.987878787879","1990444.5","251.625","9.31346641781745","NaN",NA,"0","12.7279220613579","17.5662466429311","355439.244378698","23.864853865046","3.97884236535869",NA,"8","16","27","9","9","0","30","32","5","18","2","10","16","0","4","6","12","17","8","21","18","6","4","16","6","6","23","15","26","24","3","0","4","4","2","5","5","4","3"
"389","24","2","2","16","10","0.0833333333333333","0.666666666666667","11.6666666666667","6.29166666666667","5.375","1246.00954832205","36141.1666666667","18.53125","7.99376972331304","1.08701906483084","0.28232985128664","0.481543412343077","4.22895471375782","2.23566285602215","2.31840462387393","1536.54287144746","12492.8613169305","9.10097716325489","4.03828953596989","0.455743595070547","NaN","0","64","1000.21599453178","1884309","247.25","6.30488611432322","NaN",NA,"0","5.65685424949238","159.468770597872","354011.595787483","3.18198051533946","2.39725304689106",NA,"2","8","23","21","31","18","10","12","4","14","2","6","18","0","3","4","8","15","9","15","15","10","3","19","2","6","19","17","23","43","2","6","3","1","2","4","3","3","5"
"390","24","2","24","21","5","1","0.875","13.2916666666667","7.5","5.79166666666667","474.826264751724","34197.9583333333","21.5","9.57080874912733","1.01960784313726","0","0.337831962346088","2.82040957042192","1.44463023702923","1.64129235046964","249.812277109271","6774.11799154737","5.38112643775729","3.30983959484617","0.0960584212856153","NaN","0","58","1338.88174367579","1876825","234.25","4.33155948031231","NaN",NA,"0","15.556349186104","826.217540404062","342648.389813815","46.6690475583121","0.59176425798877",NA,"4","8","15","15","15","9","14","16","3","16","3","6","18","2","3","6","13","22","10","15","13","6","3","12","0","8","19","14","29","29","3","3","3","2","3","3","3","3","3"
"391","24","2","3","15","11","0.125","0.625","11.875","6.04166666666667","5.83333333333333","1072.31813504782","36872.5416666667","17.8229166666667","8.14461017102027","0.896839980271827","0.337831962346088","0.49453535504684","4.16311442782089","2.15646987431788","2.77671477244895","497.644743756101","11971.9374625365","7.79648721299015","3.02816707289004","0.435269784248317","NaN","0","68.5","1254.09765625","1914161.5","200.25","4.59252693054749","NaN",NA,"0","10.6066017177982","119.88222076976","358778.202599461","42.0728534805996","1.75139738049138",NA,"2","11","24","17","14","7","8","13","4","21","4","2","19","2","4","4","9","27","9","14","13","6","2","16","0","6","19","19","25","34","2","2","2","1","4","3","1","4","3"
"392","24","2","1","14","12","0.0416666666666667","0.583333333333333","12.375","6.5","5.875","1190.95515757391","40260.5","21.3020833333333","9.03398047770943","1.12921661318744","0.204124145231932","0.503610155185335","3.32071888497709","1.38312814961625","2.19312165843476","419.20222625563","8242.95546934261","6.56074424408023","3.41817534264647","0.523815785373","NaN","0","61.5","1296.73217247098","1971004","231.375","9.112122598384","NaN",NA,"0","4.94974746830583","329.576255676324","355604.000258715","40.4818632229298","11.1187204076747",NA,"2","4","6","20","28","9","6","5","1","22","3","4","31","2","7","2","15","23","6","20","14","4","1","14","2","2","17","23","32","34","1","3","1","1","3","1","2","7","2"
"393","24","2","4","17","9","0.166666666666667","0.708333333333333","12","6.41666666666667","5.58333333333333","1030.08452219077","37351.7083333333","19.5","9.78591002905257","0.981474909451803","0.380693493813441","0.464305621487537","2.9781815286163","1.47196014438797","1.83958092265997","268.167798837047","8893.07469927494","6.74738274540903","4.4172987893888","0.40128337489623","NaN","0","73.5","1013.04195804196","1938656.5","218.5","12.1269328356349","NaN",NA,"0","7.77817459305202","13.2520711439166","375273.589590981","5.30330085889911","0",NA,"4","10","19","17","18","15","8","12","2","8","1","2","18","0","3","8","11","20","14","26","20","12","3","29","0","8","25","16","32","31","4","5","3","2","1","2","1","3","6"
"395","24","2","0","14","12","0","0.583333333333333","13.8333333333333","7.04166666666667","6.79166666666667","719.335749354132","37764","20.8854166666667","7.78884547149758","1.21198168468845","0","0.503610155185335","3.94160270499932","1.96666052565978","2.48437143947425","313.061918736055","10612.1819950306","6.81708976487173","3.8867152181846","0.809393287888964","NaN","0","67","1007.84077841663","1929371.5","227.875","8.13123679312109","NaN",NA,"0","1.4142135623731","132.544523474287","354165.037959","16.086679271994","3.85077608130979",NA,"2","9","21","16","9","4","11","15","4","26","5","4","24","2","4","4","14","25","15","16","9","8","2","18","0","4","23","25","31","25","2","1","2","1","5","4","2","4","4"
"396","24","2","8","13","13","0.333333333333333","0.541666666666667","13.6666666666667","7.54166666666667","6.125","888.043716873404","40758.9583333333","22.8125","8.14791007971874","1.12018298256737","0.481543412343077","0.508977377704051","2.71335932758264","1.58742796253307","1.7769661492702","359.247925698022","7827.58749818018","6.85615004782282","3.49255401743185","0.31415130414232","NaN","0","72","862.38115942029","2014322.5","238.5","4.41227766016838","NaN",NA,"0","8.48528137423857","128.666789572603","350625.26141238","8.48528137423857","2.70436900203321",NA,"8","10","20","16","19","11","25","20","3","16","3","8","19","4","3","4","11","27","6","10","17","6","5","15","0","4","21","21","21","40","2","3","4","4","3","3","4","3","3"
