"Subject","n_trials","n_explores","n_corrects","n_selects","n_outoftimes","tm_accuracy","tm_select_made","tm_nodesturns_count","tm_nodes_count","tm_turns_count","tm_average_RT","tm_trial_duration","tm_path_dist_trav","tm_euc_dist_trav","tm_path_efficiencies","ts_accuracy","ts_select_made","ts_nodesturns_count","ts_nodes_count","ts_turns_count","ts_average_RT","ts_trial_duration","ts_path_dist_trav","ts_euc_dist_trav","ts_path_efficiencies","em_accuracy","em_select_made","em_turns_count","em_average_RT","em_trial_duration","em_path_dist_trav","em_euc_dist_trav","em_path_efficiencies","es_accuracy","es_select_made","es_turns_count","es_average_RT","es_trial_duration","es_path_dist_trav","es_euc_dist_trav","es_path_efficiencies","enodes_A","enodes_B","enodes_C","enodes_D","enodes_E","enodes_F","enodes_G","enodes_H","enodes_I","enodes_J","enodes_K","enodes_L","enodes_M","enodes_N","enodes_O","enodes_P","enodes_Q","enodes_R","enodes_S","enodes_T","enodes_U","enodes_V","enodes_W","enodes_X","enodes_Y","enodes_Z","lm_bwstair","lm_person","lm_philsbar","lm_starrynight","obj_chair","obj_chicken","obj_clock","obj_guitar","obj_lamp","obj_snowman","obj_spaceship","obj_trophy","obj_umbrella"
"397","24","2","3","22","4","0.125","0.916666666666667","11.25","6.29166666666667","4.95833333333333","735.430620883746","31455.25","18.4895833333333","8.2926509909062","0.936426817795641","0.337831962346088","0.28232985128664","3.57831633957745","1.70623324433032","2.07425558499527","246.630420583626","9896.64027422394","7.14655555779004","3.74385902415128","0.428039976968987","NaN","0","72","975.588174882628","1787434.5","231.25","5.9038820320221","NaN",NA,"0","1.4142135623731","111.169925543711","341657.733213372","7.42462120245875","6.22802969677684",NA,"6","11","14","7","14","10","22","20","3","5","1","8","19","2","4","4","16","31","12","19","19","12","2","23","2","2","26","21","25","32","2","3","2","3","1","3","4","4","6"
"398","24","2","5","14","12","0.208333333333333","0.583333333333333","13.7916666666667","7.45833333333333","6.33333333333333","668.005700855517","39984.4166666667","23.1145833333333","6.81787379622976","1.25484165220034","0.414851116999053","0.503610155185335","2.90395781899337","1.44400309124885","1.97080135249966","217.052930086371","7575.6201291102","6.467300343411","3.0303596110923","0.506527774435909","NaN","0","66","759.732820586544","1991628.5","252.125","6.41966716353861","NaN",NA,"0","2.82842712474619","117.336319323377","358648.094951723","4.7729707730092","4.83613968147823",NA,"4","12","23","10","19","12","16","14","4","7","1","6","21","4","5","8","4","14","11","17","24","12","6","27","2","8","19","15","16","38","4","4","6","2","1","4","3","5","6"
"399","24","2","7","17","9","0.291666666666667","0.708333333333333","12.75","6.625","6.125","855.200557588517","36445.0416666667","19.4375","7.60245155648503","1.13308028076259","0.464305621487537","0.464305621487537","3.92594491533705","1.76468989762581","2.59284131542147","412.452959575817","9843.14304910504","6.7261050490187","3.76043780956629","0.781844446897821","NaN","0","68","846.583333333333","1991412","246.75","12.1661147660808","NaN",NA,"0","4.24264068711928","183.022805197118","343120.737143647","9.19238815542512","0.588475145695175",NA,"6","14","20","11","15","10","18","25","4","12","3","6","19","2","3","6","10","18","4","17","14","12","2","28","6","6","22","14","18","32","3","3","2","3","3","4","3","3","6"
"400","24","2","4","10","16","0.166666666666667","0.416666666666667","12.4166666666667","6.33333333333333","6.08333333333333","1214.21880445943","41329","20","7.07796755038693","1.13741835570271","0.380693493813441","0.503610155185335","2.33901998553959","1.37260991217989","2.39413534662747","520.597430975035","7890.67937230513","5.37759037682023","3.66628000387119","0.508283875780282","NaN","0","63","1758.57172619048","2039503","172.5","5.00904957092121","NaN",NA,"0","0","87.7447962980592","356171.099897226","10.6066017177982","0.564663432593264",NA,"2","11","17","15","24","13","8","14","2","12","2","2","18","2","3","6","10","17","6","16","7","6","1","12","2","6","20","20","19","29","3","4","1","1","2","2","1","3","3"
"401","24","2","4","14","12","0.166666666666667","0.583333333333333","13.0833333333333","6.95833333333333","6.125","894.376536542161","38763","20.5729166666667","8.64807247116516","1.03114771614338","0.380693493813441","0.503610155185335","3.32208246195936","1.51741102931409","2.36482373642262","366.236409038367","9656.9136306361","6.35348208476653","3.51779773501775","0.381034525528749","NaN","0","69","1131.08573672988","1990328","212.25","6.25","NaN",NA,"0","1.4142135623731","111.876021027714","362305.958330801","4.59619407771256","2.47487373415292",NA,"6","15","25","11","15","6","17","19","5","19","4","4","18","0","3","0","10","32","7","17","14","6","4","12","0","0","28","18","22","38","0","2","4","3","4","5","2","3","3"
"402","24","2","4","19","7","0.166666666666667","0.791666666666667","11.2916666666667","5.66666666666667","5.625","980.308734436859","33799.75","15.8645833333333","8.22482784696301","0.869144948100093","0.380693493813441","0.414851116999053","3.92848202420385","1.63299316185545","2.97544297030967","388.008284365096","10941.6897083546","6.0684407990755","3.39046274453426","0.306665960131787","NaN","0","84.5","1010.25278696268","1892394.5","201.125","7.51823356613645","NaN",NA,"0","6.36396103067893","154.770109368197","363651.582535399","39.7747564417433","2.34836711142836",NA,"6","13","10","13","18","12","25","23","1","9","2","8","12","2","2","2","18","31","5","25","14","12","1","27","0","2","26","22","28","31","1","4","1","3","2","1","4","2","6"
"403","24","2","1","16","10","0.0416666666666667","0.666666666666667","13.5833333333333","6.79166666666667","6.79166666666667","640.844153949944","37163.3333333333","20.625","8.07523383256325","1.14326381235382","0.204124145231932","0.481543412343077","3.42518379915166","1.47380509202383","2.65361388801511","258.419403743493","9783.69913890343","6.91642657170154","3.12493036573701","0.517530890168778","NaN","0","77","837.244709538827","1960575.5","235.5","5.85768725692999","NaN",NA,"0","4.24264068711928","90.0053627579265","354330.500945798","34.2946788875476","0",NA,"6","11","11","22","16","9","14","17","2","20","4","4","24","2","5","6","21","28","16","19","15","4","0","14","0","8","27","26","31","36","3","3","0","3","4","2","2","5","2"
"406","24","2","0","0","26","0","0","15.8333333333333","8.58333333333333","7.25","478.670515439082","46700.9583333333","30.5208333333333","8.85323345999465","1.48526013893811","0","0","1.52277397525376","1.17645993175054","0.737209780774486","82.9806382046783","1459.16073195062","3.76620893076113","4.01294738948575","0.499290990688745","NaN","0","78.5","747.172463175123","2282501","232.25","8.31038506929733","NaN",NA,"0","7.77817459305202","211.115833571272","363993.115110712","5.65685424949238","0",NA,"20","16","30","12","8","0","39","43","4","25","6","4","21","0","4","0","13","20","12","9","6","2","1","4","0","0","25","19","21","23","0","0","1","10","6","4","2","4","1"
"407","24","2","1","14","12","0.0416666666666667","0.583333333333333","14.625","7.70833333333333","6.91666666666667","620.494631223216","40601.2916666667","24.3541666666667","8.30876867756641","1.49062317457706","0.204124145231932","0.503610155185335","2.26144432493542","1.16017864691332","1.69183889321049","151.853282610935","6973.17944748908","5.02218808771693","3.45479951916037","0.801427802344515","NaN","0","68.5","980.364785214786","2024626.5","255","7.4068542494924","NaN",NA,"0","0.707106781186548","148.602834428697","356607.384781218","20.5060966544099","5.52512626584711",NA,"4","6","21","31","24","11","17","16","5","18","2","6","13","4","3","0","15","26","7","14","20","6","2","12","2","0","19","20","34","42","0","3","2","2","2","5","3","3","3"
"408","24","2","2","19","7","0.0833333333333333","0.791666666666667","11.9166666666667","6.33333333333333","5.58333333333333","847.805579200892","34391.9583333333","18.0729166666667","9.33219561011078","0.944668159452063","0.28232985128664","0.414851116999053","4.16941938056302","1.83366268451417","2.58619523568919","372.235091157083","10686.6592757723","6.98386306402849","3.47603911439879","0.449644244028486","NaN","0","64","1244.75706179067","1866011.5","216.75","6.16311896062463","NaN",NA,"0","7.07106781186548","96.8346623563007","354306.459315237","17.3241161390704","2.3520053899552",NA,"4","7","9","6","16","13","13","12","2","12","3","4","20","4","4","2","11","31","10","25","24","4","4","10","2","2","28","19","17","38","1","4","4","2","3","2","2","4","2"
"409","24","2","2","13","13","0.0833333333333333","0.541666666666667","12.4583333333333","6.58333333333333","5.875","842.424623300175","37345.3333333333","20.3645833333333","8.48885737511093","1.10812672450378","0.28232985128664","0.508977377704051","4.1176097611269","1.90916933147164","2.64266828265939","280.926511514244","11673.7995367056","8.47117207596326","3.60995430032855","0.60474717496682","NaN","0","70","785.112485060219","1935086.5","256.25","6.40031054702616","NaN",NA,"0","1.4142135623731","126.422722328929","351014.170142033","10.6066017177982","2.33389155773175",NA,"6","12","15","16","23","13","20","20","2","3","0","6","17","4","2","8","18","15","11","21","19","8","5","23","0","10","22","21","26","29","4","4","5","3","0","2","3","2","4"
"410","24","2","6","18","8","0.25","0.75","13.2083333333333","7.125","6.08333333333333","615.557858532399","36583.5","21.6354166666667","7.5093979234156","1.08679397130349","0.442325868464691","0.442325868464691","3.12046772785422","1.7523276445668","1.86306588524229","258.927311305721","9506.50726790774","7.58215122575018","2.91958996426637","0.504514447717204","NaN","0","69","876.021058262815","1912084","244","3.5","NaN",NA,"0","1.4142135623731","79.3301454018614","356524.65328782","8.83883476483184","3.18198051533946",NA,"8","8","14","8","9","4","24","21","2","17","3","10","12","2","3","6","17","27","6","25","15","14","2","24","2","6","25","15","26","28","3","1","2","4","3","2","5","3","7"
"411","24","2","4","14","12","0.166666666666667","0.583333333333333","12.625","6.16666666666667","6.45833333333333","1154.29342734811","40207.7083333333","18.9166666666667","7.50150621113879","0.930210595184893","0.380693493813441","0.503610155185335","3.28120470983236","1.40392823632607","2.87385768106469","680.838904491172","8098.73177661125","4.97857729517761","3.72028931519828","0.264266627968021","NaN","0","69.5","724.901276276276","2089479","260.125","5.82237042769344","NaN",NA,"0","3.53553390593274","50.2656304731309","353386.513392914","17.1473394437738","0.512352618263849",NA,"6","12","10","11","12","10","18","20","0","8","2","6","17","2","5","10","23","24","12","27","21","8","4","23","2","10","26","25","35","25","5","3","4","3","2","0","3","4","4"
"412","24","2","3","15","11","0.125","0.625","10.9583333333333","5.95833333333333","5","909.534097396269","32225.375","17.1979166666667","6.50645178993794","1.00237746663561","0.337831962346088","0.49453535504684","4.46706952541905","1.8528278426483","3.00723764622445","772.946577817749","12782.7004829132","7.69245083304668","3.6410912275277","0.720182083032342","NaN","0","71","1056.43023378822","1797488.5","230.875","10.5628566685587","NaN",NA,"0","0","61.2556588504882","352100.286157935","10.7833784130948","1.81373040967211",NA,"8","7","13","11","18","10","22","21","1","11","1","8","20","2","3","5","17","37","6","15","19","2","4","9","2","5","30","22","23","34","3","3","4","4","1","1","4","3","1"
"413","24","2","0","18","8","0","0.75","11.5416666666667","6.625","4.91666666666667","1255.84027220397","35855.4583333333","19.4583333333333","8.42253035080467","1.14475203835704","0","0.442325868464691","4.4033501738589","2.35561309290772","2.22469668995997","670.770488634738","11070.5484722506","8.99416074663067","3.4630884667389","1.06232008863677","NaN","0","60","1357.78958730159","1918607.5","221.625","6.55599816060172","NaN",NA,"0","2.82842712474619","35.6189664256246","360110.391775217","12.9046987566545","0.987560750725573",NA,"6","8","10","13","17","9","23","20","2","7","1","8","19","0","4","8","14","23","8","13","9","8","1","15","0","7","22","20","17","29","4","3","1","3","1","2","4","4","4"
"414","24","2","4","19","7","0.166666666666667","0.791666666666667","11.6666666666667","5.95833333333333","5.70833333333333","1078.61819314944","35511.3333333333","16.6875","6.64820959147158","0.957629566636228","0.380693493813441","0.414851116999053","2.69728795623318","1.30147630777903","2.27422546139897","414.843089773124","7722.65824737811","5.18266865117056","3.35073918819977","0.435355871988481","NaN","0","66","1107.81497267759","1886077","235.25","10.6474704439117","NaN",NA,"0","11.3137084989848","562.133353245359","364654.967057903","18.7383297014435","0.942202893253472",NA,"4","17","20","11","11","4","12","18","4","5","1","2","21","2","5","4","15","26","18","22","19","6","2","19","0","6","29","22","23","27","2","1","2","2","1","4","1","5","3"
"415","24","2","1","19","7","0.0416666666666667","0.791666666666667","12.3333333333333","5.91666666666667","6.41666666666667","1138.67685670811","39109.4583333333","17.5833333333333","7.1755827319118","0.927541399343455","0.204124145231932","0.414851116999053","1.63299316185545","1.10006587418037","1.55805527240983","518.609083347104","6806.21082081057","4.62252675743347","3.59355884507716","0.380746293816067","NaN","0","81","1468.208","1986079.5","152.5","8.91335496909108","NaN",NA,"0","4.24264068711928","266.166306147115","356488.590841979","30.4055915910215","4.10538748353422",NA,"2","5","20","12","20","7","14","18","3","10","2","4","16","2","2","0","12","23","4","28","23","8","3","17","2","0","22","24","29","28","0","2","3","1","2","3","2","2","4"
"416","24","2","3","16","10","0.125","0.666666666666667","11.1666666666667","5.875","5.29166666666667","778.425941929802","32961.0833333333","17.8958333333333","6.66042173931244","1.04586250132528","0.337831962346088","0.481543412343077","4.39037154678742","2.21285768418007","2.56191447888126","402.967744282777","14319.0919857755","8.9960488508865","3.52371329650895","0.711383244429366","NaN","0","69.5","1235.40974122207","1914235.5","199.875","4.85142353760524","NaN",NA,"0","9.19238815542512","160.1256284131","350082.203404429","31.2894750675047","1.27077901994791",NA,"8","11","12","11","13","7","21","18","2","10","2","6","16","2","3","6","12","37","12","17","8","6","1","18","0","8","31","20","25","32","3","2","1","4","2","2","3","3","3"
"417","24","2","3","17","9","0.125","0.708333333333333","12.5833333333333","6.29166666666667","6.29166666666667","627.319453542315","35568.875","19.625","7.17919893380172","1.25191244819521","0.337831962346088","0.464305621487537","3.51291612626105","1.80528611887825","2.11576210273327","106.386092747846","9988.87148742996","6.89478378763692","4.11330536743977","0.91912837508991","NaN","0","76.5","765.362528344671","1874404.5","246.5","10.59038520257","NaN",NA,"0","3.53553390593274","40.7744867775022","353409.847916693","12.3743686707646","0.901378123970579",NA,"4","3","0","12","28","7","19","16","0","18","3","4","32","2","6","8","24","17","5","17","18","12","3","21","2","12","17","30","28","22","4","2","3","2","3","0","2","6","6"
"418","24","2","3","20","6","0.125","0.833333333333333","11.9583333333333","6.45833333333333","5.5","960.396563795001","35730.5416666667","20.1666666666667","7.64877040046635","1.10677619131673","0.337831962346088","0.380693493813441","2.91143422995649","1.50301629100103","1.9560385876873","1057.06482957846","7385.88065444241","6.23134898275867","4.20163773795304","0.696738927954722","NaN","0","64.5","909.730038853813","1936279","256.75","3.40036762718386","NaN",NA,"0","4.94974746830583","89.3211859920473","353905.529770305","14.4956890143242","4.80884601541783",NA,"8","12","18","8","16","14","28","25","3","8","2","12","8","4","2","4","14","17","4","20","16","10","4","22","4","6","20","14","20","26","2","4","4","4","2","3","6","2","5"
"419","24","2","2","19","7","0.0833333333333333","0.791666666666667","12.3333333333333","6.16666666666667","6.16666666666667","760.09251998002","35094.3333333333","18.2395833333333","7.32894561038846","0.97660770809254","0.28232985128664","0.414851116999053","3.55902608401044","1.43456300471354","2.44356593787719","487.055793667906","10287.0529631507","5.96023013793104","2.6038420589184","0.391942802110889","NaN","0","65.5","908.325292103141","1893219.5","259.5","11.0330739297479","NaN",NA,"0","2.12132034355964","162.455290155553","355427.930670199","7.07106781186548","1.51411998250915",NA,"6","8","12","9","12","7","23","21","2","19","4","8","22","2","4","2","17","29","14","19","13","8","1","16","4","2","24","20","29","24","1","2","1","3","4","2","4","4","4"
"420","24","2","2","16","10","0.0833333333333333","0.666666666666667","12.3333333333333","7.25","5.08333333333333","894.489541130166","37429.5","21.6979166666667","7.85234666268411","1.02825925564738","0.28232985128664","0.481543412343077","3.60756049895538","2.11104754544525","2.10417115080596","530.617941167517","10483.8300585069","8.53253975094457","3.80781887435069","0.447500786768724","NaN","0","71","580.602688172043","1951613.5","272","8.7128041543165","NaN",NA,"0","4.24264068711928","18.8995196343596","354920.228001307","17.6776695296637","10.2004454577754",NA,"4","13","16","19","19","7","14","18","3","25","5","6","24","2","5","6","12","27","14","17","16","6","4","14","2","9","22","26","34","26","3","2","4","2","5","3","3","5","3"
"421","24","2","2","13","13","0.0833333333333333","0.541666666666667","14.1666666666667","6.5","7.66666666666667","659.805203963384","39903.875","20.8125","7.43744523291742","1.08205738882008","0.28232985128664","0.508977377704051","3.66732536902834","1.38312814961625","3.07396736520068","235.163400110928","9354.98789678068","7.12438021713193","3.17891013437879","0.566280236038412","NaN","0","76","862.89459382151","2011252.5","229.375","8.99527822267879","NaN",NA,"0","5.65685424949238","178.032537975238","350058.161773869","0.530330085889911","5.07271518944252",NA,"6","13","9","11","11","13","21","20","1","22","4","8","20","4","5","2","11","25","12","18","18","10","2","18","6","2","26","17","29","33","1","4","2","3","4","1","4","5","5"
"422","24","2","3","13","13","0.125","0.541666666666667","12.2083333333333","6.16666666666667","6.04166666666667","995.108921980797","37834.2083333333","19.8333333333333","7.18676616588765","1.03945555025329","0.337831962346088","0.508977377704051","3.8445802243482","1.9034674690672","2.29326360696159","551.693870140378","13047.181088113","8.27898947134653","4.04678836612369","0.27599329280628","NaN","0","69.5","981.141177411615","1948927","233","7","NaN",NA,"0","2.12132034355964","110.959657629257","355391.868224359","32.8804653251745","6.7175144212722",NA,"0","14","32","21","11","4","16","19","6","24","5","8","15","2","3","4","12","23","8","16","11","6","1","7","2","6","21","17","28","33","2","1","1","0","5","6","4","3","3"
"423","24","2","8","15","11","0.333333333333333","0.625","12.875","6.66666666666667","6.20833333333333","760.096034044931","36557.0416666667","19.4583333333333","9.46593442299624","0.962101956383147","0.481543412343077","0.49453535504684","3.92663701669375","1.4939491483886","2.68618311180473","283.687895260176","9474.03276457683","6.74523449598286","4.0190094604259","0.276784215428513","NaN","0","79.5","707.53192931991","1913552","239.75","7.10410196624968","NaN",NA,"0","3.53553390593274","91.1898678127445","360748.909198628","37.1231060122937","0.559884368646537",NA,"2","22","23","7","12","0","16","24","6","1","0","7","21","0","5","8","19","18","10","30","19","16","2","32","0","14","30","25","25","24","4","0","2","1","0","6","3","5","8"
"425","24","2","5","11","15","0.208333333333333","0.458333333333333","15.3333333333333","8","7.33333333333333","451.890932610776","39945.375","25.6770833333333","8.88843131534797","1.26484183848401","0.414851116999053","0.508977377704051","3.8069349381344","1.81778651829277","2.69728795623318","136.894993427563","8875.03261873981","6.74757571870892","4.23025556868097","0.364227314644733","NaN","0","72.5","776.654155868197","1960883.5","247.75","10.5118980208143","NaN",NA,"0","0.707106781186548","161.4479109271","341008.609188243","18.7383297014435","0",NA,"4","6","25","17","16","9","14","15","5","24","4","6","20","0","5","4","16","30","10","22","14","8","2","16","0","4","21","22","34","31","2","3","2","2","4","5","3","5","4"
"426","24","2","2","18","8","0.0833333333333333","0.75","13","7.20833333333333","5.79166666666667","633.276972754914","36653","21.78125","7.81017800583458","1.25497375142223","0.28232985128664","0.442325868464691","3.82213234362364","1.84105750959148","2.30272365512757","158.596066731495","10773.7446842655","6.63870096807186","4.31737827255842","0.856310583199227","NaN","0","73","866.403774464119","1934093","247.375","6.49632034355964","NaN",NA,"0","2.82842712474619","89.4226478282555","367899.172969986","15.3795724908074","3.18718433538229",NA,"4","6","14","15","18","15","9","10","1","16","2","2","15","2","3","2","12","32","4","34","30","14","4","27","2","2","22","17","39","40","1","5","4","2","2","1","1","3","7"
"427","24","2","8","20","6","0.333333333333333","0.833333333333333","10.625","5.91666666666667","4.70833333333333","955.831259773723","31853.5833333333","17.2083333333333","6.7006917401529","0.960610213194984","0.481543412343077","0.380693493813441","3.62134373330986","1.83958092265997","2.07425558499527","807.433609285558","10143.7382780523","7.28632827356447","3.65446436259948","0.44937310974389","NaN","0","66","1145.3254162865","1847214","219.75","8.89857995073057","NaN",NA,"0","5.65685424949238","149.943613941291","362082.512587946","3.88908729652601","0.074496448987679",NA,"2","8","10","12","15","3","12","13","2","7","1","4","25","0","6","6","12","26","10","21","16","14","3","31","0","8","25","21","27","23","3","1","3","1","1","2","2","5","7"
"428","24","2","1","10","16","0.0416666666666667","0.416666666666667","13.5833333333333","7.08333333333333","6.5","808.084304818956","39107.7083333333","22.6354166666667","9.8096637469596","1.28307472605245","0.204124145231932","0.503610155185335","3.86642927807025","1.71734544059104","2.60434419684729","670.489789474683","10048.4088356626","6.95129764499229","3.51969262564886","0.658683955226684","NaN","0","89","462.875932647712","1951413.5","267.75","10.0149820430708","NaN",NA,"0","9.89949493661167","61.6612370388777","352111.599866434","15.2027957955108","3.55672171443559",NA,"10","12","20","14","17","9","30","31","3","7","0","11","16","2","3","8","17","28","8","28","27","10","4","24","0","8","30","20","35","33","4","3","4","5","0","3","5","3","5"
"429","24","2","3","12","14","0.125","0.5","11.5416666666667","5.625","5.91666666666667","1372.83610243923","39077.7916666667","16.78125","6.90995311148326","0.837739525473568","0.337831962346088","0.510753918455249","3.24344377725773","1.49818731051605","2.68517130320139","599.431492447813","10484.7966619132","5.75038396638603","3.90442141753072","0.218971434382747","NaN","0","75","1294.24480328831","1965030","186.875","8.89963469226061","NaN",NA,"0","1.4142135623731","22.777806942861","355345.1991768","6.54073772597557","3.414015918039",NA,"4","10","23","21","27","22","16","15","4","19","3","4","25","6","4","0","7","14","8","13","4","4","0","10","0","0","16","20","20","30","0","7","0","2","3","4","2","4","2"
"430","24","2","1","16","10","0.0416666666666667","0.666666666666667","10.625","5.91666666666667","4.70833333333333","1631.36946999759","37091.5416666667","16.7083333333333","7.20387048958635","0.944112582369744","0.204124145231932","0.481543412343077","3.21426846096129","1.66594187138705","1.98864530395129","585.639914421998","10559.526677383","7.09012888008616","3.68900834596865","0.46257526296175","NaN","0","49","1791.6540526934","1931015","215.125","7.5318542494924","NaN",NA,"0","9.89949493661167","212.817307331528","356725.471613677","10.0762716319083","5.34834957055048",NA,"6","7","2","9","14","13","12","9","0","17","3","6","15","4","3","4","9","16","6","19","28","2","4","7","2","4","14","12","24","33","2","4","4","3","3","0","3","3","1"
"432","24","2","8","17","9","0.333333333333333","0.708333333333333","14.2916666666667","7.66666666666667","6.625","629.113070480717","38413.1666666667","23.53125","9.14367286250917","1.27585337489153","0.481543412343077","0.464305621487537","3.29002665070039","1.43456300471354","2.46386935000885","265.142484769391","7947.42845840397","5.89920430338224","3.59271859037812","0.577664050399753","NaN","0","77","738.964318211361","1975192.5","249.75","6.65603594886183","NaN",NA,"0","4.24264068711928","86.2886274729093","354401.211623916","9.19238815542512","2.96131236024131",NA,"6","12","14","17","24","13","15","19","2","15","2","6","22","2","4","6","12","31","8","22","13","10","2","21","0","8","27","20","33","37","3","4","2","3","2","2","3","4","5"
"433","24","2","3","19","7","0.125","0.791666666666667","11.625","6.45833333333333","5.16666666666667","922.229145622896","30923.5","19.5104166666667","7.17976976047947","1.21204342213444","0.337831962346088","0.414851116999053","4.16833300013327","2.06374852417016","2.27780723440362","1951.02180926983","11010.4097345076","8.04048153390712","3.74243729276331","0.810026531375251","NaN","0","72","876.799393090567","1786608.5","247.375","4.375","NaN",NA,"0","2.82842712474619","262.741535137575","358471.318256426","32.3501352392845","6.18718433538229",NA,"8","14","26","17","16","4","25","24","3","10","1","6","17","2","4","4","10","30","6","17","23","8","2","12","2","4","24","15","31","38","2","1","2","4","1","3","3","4","4"
"434","24","2","2","13","13","0.0833333333333333","0.541666666666667","12.375","6.375","6","1061.17648786399","40063.2083333333","19.4583333333333","7.93501426392596","1.10170598210851","0.28232985128664","0.508977377704051","2.61787334864871","1.37722152554873","1.64184413813037","421.82512053287","9008.93819916916","4.73462423711393","4.02291354050658","0.743030208062779","NaN","0","62.5","1360.70511165612","1985955.5","219.5","7.08938993767145","NaN",NA,"0","6.36396103067893","28.1222582699697","343757.840353497","19.0918830920368","2.95484358694085",NA,"8","10","18","14","8","9","17","19","5","16","2","4","5","2","0","0","16","31","9","14","23","4","2","15","0","0","25","15","25","39","0","3","2","4","2","5","2","0","2"
"435","24","2","2","14","12","0.0833333333333333","0.583333333333333","13.25","6.875","6.375","886.315442458549","38210.8333333333","20.3958333333333","8.24768911244239","1.01566489797234","0.28232985128664","0.503610155185335","3.77923387681315","2.21285768418007","2.81011372197546","396.840281633135","10698.2777795903","8.2784150534448","3.21200183623847","0.410388276347325","NaN","0","67.5","828.424056064073","1937413.5","257.5","13.0301133581558","NaN",NA,"0","12.0208152801713","126.771746095845","349090.839697205","13.0814754519511","1.67549746261186",NA,"8","12","12","12","27","11","20","19","2","9","2","8","23","0","5","4","12","19","6","22","17","8","4","24","2","4","19","20","23","32","2","4","4","4","2","2","4","5","4"
"436","24","2","4","21","5","0.166666666666667","0.875","12.5","6.58333333333333","5.91666666666667","471.520422061599","31933.5416666667","19.5","9.07522128622236","1.08539062588067","0.380693493813441","0.337831962346088","4.66252404120157","2.12473357238577","2.90302191377951","164.371977147281","12034.8831680143","7.99184366822771","4.22270573955649","0.509157450392384","NaN","0","76","544.714686435584","1785557.5","271.5","10.2387666517736","NaN",NA,"0","1.4142135623731","135.25560045345","352241.707514173","13.4350288425444","5.04582152885503",NA,"10","14","14","9","18","13","25","24","3","19","5","10","13","2","3","6","13","34","11","18","23","6","4","13","2","6","28","21","29","35","3","4","4","5","4","3","5","3","3"
"437","24","2","24","24","2","1","1","12.7083333333333","7.54166666666667","5.16666666666667","287.123759920635","30706.7083333333","21.5416666666667","8.95868580869047","1.02543168168168","0","0","2.74224862771994","1.58742796253307","1.40392823632607","85.4326548901924","5891.50025537282","5.31899113241098","3.57714220371045","0.102607825415312","NaN","0","75","397.608937833297","1742890","296.125","11.2173484498395","NaN",NA,"0","7.07106781186548","2.13312353586743","343911.282525014","9.01561146012848","1.28634657451459",NA,"6","14","25","10","18","7","13","18","5","17","4","2","24","2","4","6","20","29","15","25","21","10","5","25","0","8","25","28","37","33","3","2","5","3","4","5","1","4","5"
